,subj,chunk,early,late,axis
290,0118171_neurosketch,8,0.59999999999999998,0.42857142857142855,chair_table
291,0118172_neurosketch,8,0.59999999999999998,0.76190476190476186,chair_table
292,0119171_neurosketch,8,0.40000000000000002,0.66666666666666663,bed_bench
293,0119172_neurosketch,8,0.45000000000000001,0.33333333333333331,bed_chair
294,0119173_neurosketch,8,0.55000000000000004,0.52380952380952384,bed_table
295,0119174_neurosketch,8,0.80000000000000004,0.5714285714285714,bench_chair
296,0120171_neurosketch,8,0.69999999999999996,0.7142857142857143,bench_table
297,0120172_neurosketch,8,0.69999999999999996,0.80952380952380953,chair_table
298,0120173_neurosketch,8,0.5,0.5714285714285714,bed_bench
299,0123171_neurosketch,8,0.69999999999999996,0.76190476190476186,bed_table
300,0123172_neurosketch,8,0.55000000000000004,0.76190476190476186,bench_chair
301,0123173_neurosketch,8,0.55000000000000004,0.52380952380952384,bench_table
302,0124171_neurosketch,8,0.59999999999999998,0.42857142857142855,chair_table
303,0125171_neurosketch,8,0.5,0.66666666666666663,bench_chair
304,0125172_neurosketch,8,0.59999999999999998,0.61904761904761907,bed_chair
305,1121161_neurosketch,8,0.5,0.33333333333333331,bed_table
306,1130161_neurosketch,8,0.65000000000000002,0.66666666666666663,bench_chair
307,1201161_neurosketch,8,0.40000000000000002,0.52380952380952384,bench_table
308,1202161_neurosketch,8,0.65000000000000002,0.5714285714285714,bed_chair
309,1203161_neurosketch,8,0.69999999999999996,0.7142857142857143,chair_table
310,1206161_neurosketch,8,0.45000000000000001,0.80952380952380953,bed_bench
311,1206162_neurosketch,8,0.55000000000000004,0.61904761904761907,bed_chair
312,1206163_neurosketch,8,0.5,0.42857142857142855,bed_table
313,1207161_neurosketch,8,0.75,0.66666666666666663,bench_chair
314,1207162_neurosketch,8,0.69999999999999996,0.7142857142857143,bench_table
315,0110171_neurosketch,9,0.65000000000000002,0.47619047619047616,bed_bench
316,0110172_neurosketch,9,0.65000000000000002,0.52380952380952384,bed_chair
317,0111171_neurosketch,9,0.55000000000000004,0.33333333333333331,bed_table
318,0112171_neurosketch,9,0.65000000000000002,0.61904761904761907,bench_chair
319,0112172_neurosketch,9,0.69999999999999996,0.38095238095238093,bench_table
320,0112173_neurosketch,9,0.40000000000000002,0.52380952380952384,chair_table
321,0113171_neurosketch,9,0.80000000000000004,0.61904761904761907,bed_chair
322,0115172_neurosketch,9,0.29999999999999999,0.66666666666666663,bed_table
323,0115174_neurosketch,9,0.80000000000000004,0.80952380952380953,bench_chair
324,0117171_neurosketch,9,0.34999999999999998,0.23809523809523808,bench_table
325,0118171_neurosketch,9,0.59999999999999998,0.47619047619047616,chair_table
326,0118172_neurosketch,9,0.59999999999999998,0.80952380952380953,chair_table
327,0119171_neurosketch,9,0.34999999999999998,0.76190476190476186,bed_bench
328,0119172_neurosketch,9,0.5,0.38095238095238093,bed_chair
329,0119173_neurosketch,9,0.65000000000000002,0.61904761904761907,bed_table
330,0119174_neurosketch,9,0.84999999999999998,0.66666666666666663,bench_chair
331,0120171_neurosketch,9,0.69999999999999996,0.66666666666666663,bench_table
332,0120172_neurosketch,9,0.75,0.8571428571428571,chair_table
333,0120173_neurosketch,9,0.5,0.52380952380952384,bed_bench
334,0123171_neurosketch,9,0.69999999999999996,0.80952380952380953,bed_table
335,0123172_neurosketch,9,0.69999999999999996,0.66666666666666663,bench_chair
336,0123173_neurosketch,9,0.59999999999999998,0.52380952380952384,bench_table
337,0124171_neurosketch,9,0.59999999999999998,0.38095238095238093,chair_table
338,0125171_neurosketch,9,0.55000000000000004,0.61904761904761907,bench_chair
339,0125172_neurosketch,9,0.65000000000000002,0.5714285714285714,bed_chair
340,1121161_neurosketch,9,0.55000000000000004,0.33333333333333331,bed_table
341,1130161_neurosketch,9,0.75,0.66666666666666663,bench_chair
342,1201161_neurosketch,9,0.40000000000000002,0.47619047619047616,bench_table
343,1202161_neurosketch,9,0.69999999999999996,0.76190476190476186,bed_chair
344,1203161_neurosketch,9,0.65000000000000002,0.76190476190476186,chair_table
345,1206161_neurosketch,9,0.45000000000000001,0.80952380952380953,bed_bench
346,1206162_neurosketch,9,0.59999999999999998,0.52380952380952384,bed_chair
347,1206163_neurosketch,9,0.55000000000000004,0.5714285714285714,bed_table
348,1207161_neurosketch,9,0.75,0.76190476190476186,bench_chair
349,1207162_neurosketch,9,0.75,0.7142857142857143,bench_table
350,0110171_neurosketch,10,0.69999999999999996,0.52380952380952384,bed_bench
351,0110172_neurosketch,10,0.65000000000000002,0.52380952380952384,bed_chair
352,0111171_neurosketch,10,0.5,0.47619047619047616,bed_table
353,0112171_neurosketch,10,0.80000000000000004,0.5714285714285714,bench_chair
354,0112172_neurosketch,10,0.65000000000000002,0.52380952380952384,bench_table
